tglsj,barang,code_wr,qttsj,Price
2/3/2017,Bordir Rayon 150 gr,1050,18,25000
2/3/2017,Bordir Rayon 150 gr,1179,24,25000
2/3/2017,Bordir Rayon 150 gr,1180,24,25000
2/3/2017,Bordir Rayon 150 gr,1188,30,25000
2/3/2017,Bordir Rayon 150 gr,1191,6,25000
2/3/2017,Bordir Rayon 150 gr,1202,12,25000
2/3/2017,Jahit 40/2 5000 yds,499,24,10000
2/3/2017,Jahit 40/2 5000 yds,500,48,10000
2/3/2017,Obras 180 gr Warna,373,1,10500
2/3/2017,Obras 180 gr Warna,373,4,10500
2/3/2017,Obras 500 gr Warna,373,1,24500
2/4/2017,Bordir Rayon 150 gr,1005,1,25000
2/7/2017,Jahit 40/2 5000 yds,499,120,10000
2/7/2017,Jahit 40/2 5000 yds,499,4,10000
2/7/2017,Jahit 40/2 5000 yds,499,1,10000
2/7/2017,Jahit 40/2 5000 yds,500,6,10000
2/7/2017,Jahit 40/2 5000 yds,500,6,10000
2/7/2017,Jahit 40/2 5000 yds,530,6,10000
2/7/2017,Obras 180 gr Nat,498,8,9500
2/7/2017,Obras 180 gr Warna,347,4,10500
2/7/2017,Obras 180 gr Warna,500,4,10500
2/8/2017,Bordir Rayon 150 gr,1026,1,25000
2/8/2017,Bordir Rayon 150 gr,1050,1,25000
2/8/2017,Bordir Rayon 150 gr,1101,1,25000
2/8/2017,Bordir Rayon 150 gr,1123,3,25000
2/8/2017,Bordir Rayon 150 gr,1140,3,25000
2/8/2017,Bordir Rayon 150 gr,1180,1,25000
2/8/2017,Bordir Rayon 150 gr,1187,3,25000
2/8/2017,Bordir Rayon 150 gr,1191,1,25000
2/8/2017,Bordir Rayon 150 gr,1204,3,25000
2/8/2017,Bordir Rayon 150 gr,2220,1,25000
2/8/2017,Jahit 40/2 5000 yds,195,2,10000
2/8/2017,Jahit 40/2 5000 yds,196,2,10000
2/8/2017,Jahit 40/2 5000 yds,364,2,10000
2/8/2017,Jahit 40/2 5000 yds,373,2,10000
2/8/2017,Jahit 40/2 5000 yds,454,12,10000
2/8/2017,Jahit 40/2 5000 yds,498,1,10000
2/8/2017,Jahit 40/2 5000 yds,500,2,10000
2/8/2017,Obras 180 gr Warna,185,1,10500
2/8/2017,Obras 180 gr Warna,292,3,10500
2/8/2017,Obras 180 gr Warna,370,1,10500
2/8/2017,Obras 180 gr Warna,500,3,10500
2/8/2017,Obras 180 gr Warna,550,3,10500
2/8/2017,Obras 500 gr Warna,137,2,24500
2/8/2017,Obras 500 gr Warna,185,2,24500
2/8/2017,Obras 500 gr Warna,347,3,24500
2/8/2017,Obras 500 gr Warna,370,2,24500
2/8/2017,Obras 500 gr Warna,454,3,24500
2/8/2017,Obras 500 gr Warna,530,2,24500
2/9/2017,Bordir Rayon 150 gr,1188,6,25000
2/9/2017,Jahit 40/2 5000 yds,330,12,10000
2/9/2017,Jahit 40/2 5000 yds,498,12,10000
2/9/2017,Jahit 40/2 5000 yds,500,6,10000
2/9/2017,Jahit 40/2 5000 yds,500,2,10000
2/9/2017,Jahit 40/2 5000 yds,500,9,10000
2/9/2017,Obras 180 gr Nat,498,2,9500
2/9/2017,Obras 180 gr Warna,254,2,10500
2/9/2017,Obras 180 gr Warna,330,2,10500
2/9/2017,Obras 180 gr Warna,499,3,10500
2/9/2017,Obras 180 gr Warna,500,8,10500
2/9/2017,Obras 180 gr Warna,500,2,10500
2/9/2017,Obras 180 gr Warna,500,2,10500
2/10/2017,Bordir Polyester 150 gr,3022,12,15000
2/10/2017,Bordir Polyester 150 gr,3045,24,15000
2/10/2017,Bordir Polyester 150 gr,3149,24,15000
2/10/2017,Bordir Polyester 150 gr,3150,24,15000
2/10/2017,Bordir Polyester 150 gr,3156,12,15000
2/10/2017,Bordir Rayon 150 gr,1129,1,25000
2/10/2017,Bordir Rayon 150 gr,1164,6,25000
2/10/2017,Bordir Rayon 150 gr,1167,24,25000
2/10/2017,Bordir Rayon 150 gr,1179,36,25000
2/10/2017,Bordir Rayon 150 gr,1179,48,25000
2/10/2017,Bordir Rayon 150 gr,1180,30,25000
2/10/2017,Bordir Rayon 150 gr,1212,24,25000
2/10/2017,Bordir Rayon 150 gr,1322,24,25000
2/10/2017,Bordir Rayon 150 gr,1330,6,25000
2/10/2017,Jahit 40/2 5000 yds,500,2,10000
2/10/2017,Jahit 40/2 5000 yds,550,6,10000
2/10/2017,Jahit 40/2p 500 yds,499,1,18500
2/10/2017,Jahit 40/2p 500 yds,500,1,18500
2/10/2017,Obras 180 gr Warna,196,4,10500
2/10/2017,Obras 180 gr Warna,500,1,10500
2/11/2017,Bordir Rayon 150 gr,1005,23,25000
2/11/2017,Bordir Rayon 150 gr,1050,60,25000
2/11/2017,Bordir Rayon 150 gr,1116,1,25000
2/11/2017,Bordir Rayon 150 gr,1179,61,25000
2/11/2017,Bordir Rayon 150 gr,1204,1,25000
2/11/2017,Jahit 40/2 5000 yds,499,72,10000
2/11/2017,Jahit 40/2 5000 yds,500,4,10000
2/11/2017,Jahit 40/2p 500 yds,256,1,18500
2/11/2017,Jahit 40/2p 500 yds,487,1,18500
2/11/2017,Obras 180 gr Nat,498,2,9500
2/11/2017,Obras 180 gr Warna,114,3,10500
2/11/2017,Obras 180 gr Warna,279,2,10500
2/11/2017,Obras 180 gr Warna,500,1,10500
2/13/2017,Bordir Polyester 150 gr,3045,6,15000
2/13/2017,Bordir Polyester 150 gr,3149,12,15000
2/13/2017,Bordir Polyester 150 gr,3149,6,15000
2/13/2017,Bordir Polyester 150 gr,3150,6,15000
2/13/2017,Bordir Polyester 150 gr,3150,6,15000
2/13/2017,Bordir Rayon 150 gr,1055,12,25000
2/13/2017,Bordir Rayon 150 gr,1116,11,25000
2/13/2017,Bordir Rayon 150 gr,1126,6,25000
2/13/2017,Bordir Rayon 150 gr,1130,12,25000
2/13/2017,Bordir Rayon 150 gr,1130,12,25000
2/13/2017,Bordir Rayon 150 gr,1140,12,25000
2/13/2017,Bordir Rayon 150 gr,1141,12,25000
2/13/2017,Bordir Rayon 150 gr,1146,12,25000
2/13/2017,Bordir Rayon 150 gr,1159,12,25000
2/13/2017,Bordir Rayon 150 gr,1161,12,25000
2/13/2017,Bordir Rayon 150 gr,1161,6,25000
2/13/2017,Bordir Rayon 150 gr,1164,18,25000
2/13/2017,Bordir Rayon 150 gr,1179,2,25000
2/13/2017,Bordir Rayon 150 gr,1179,24,25000
2/13/2017,Bordir Rayon 150 gr,1180,12,25000
2/13/2017,Bordir Rayon 150 gr,1180,24,25000
2/13/2017,Bordir Rayon 150 gr,1186,12,25000
2/13/2017,Bordir Rayon 150 gr,1211,24,25000
2/13/2017,Bordir Rayon 150 gr,1224,12,25000
2/13/2017,Bordir Rayon 150 gr,1304,18,25000
2/13/2017,Bordir Rayon 150 gr,1317,12,25000
2/13/2017,Jahit 40/2 5000 yds,137,1,10000
2/13/2017,Jahit 40/2 5000 yds,185,1,10000
2/13/2017,Jahit 40/2 5000 yds,196,1,10000
2/13/2017,Jahit 40/2 5000 yds,347,1,10000
2/13/2017,Jahit 40/2 5000 yds,373,6,10000
2/13/2017,Jahit 40/2 5000 yds,400,6,10000
2/13/2017,Jahit 40/2 5000 yds,500,300,10000
2/13/2017,Jahit 40/2 5000 yds,530,6,10000
2/13/2017,Jahit 40/2 5000 yds,550,1,10000
2/13/2017,Jahit 40/2p 500 yds,500,1,18500
2/13/2017,Metalic Black 125 gr,201,12,14500
2/13/2017,Metalic Black 125 gr,202,12,14500
2/13/2017,Obras 180 gr Warna,251,6,10500
2/13/2017,Obras 180 gr Warna,373,4,10500
2/13/2017,Obras 180 gr Warna,399,6,10500
2/13/2017,Obras 500 gr Nat,498,2,21000
2/13/2017,Obras 500 gr Warna,373,4,24500
2/14/2017,Bordir Polyester 150 gr,3150,12,15000
2/14/2017,Bordir Rayon 150 gr,1179,36,25000
2/14/2017,Bordir Rayon 150 gr,1180,6,25000
2/14/2017,Bordir Rayon 150 gr,1188,12,25000
2/14/2017,Bordir Rayon 150 gr,1200,6,25000
2/14/2017,Bordir Rayon 150 gr,2073,12,25000
2/14/2017,Bordir Rayon 150 gr,2075,12,25000
2/14/2017,Jahit 40/2 5000 yds,150,12,10000
2/14/2017,Jahit 40/2 5000 yds,289,6,10000
2/14/2017,Jahit 40/2 5000 yds,292,6,10000
2/14/2017,Jahit 40/2 5000 yds,347,6,10000
2/14/2017,Jahit 40/2 5000 yds,498,24,10000
2/14/2017,Jahit 40/2 5000 yds,499,24,10000
2/14/2017,Jahit 40/2 5000 yds,500,12,10000
2/14/2017,Jahit 40/2 5000 yds,550,2,10000
2/14/2017,Jahit 40/2 5000 yds,550,1,10000
2/14/2017,Jahit 40/2p 500 yds,373,1,18500
2/14/2017,Jahit 40/2p 500 yds,500,1,18500
2/14/2017,Obras 180 gr Nat,498,14,9500
2/14/2017,Obras 180 gr Warna,150,6,10500
2/14/2017,Obras 180 gr Warna,292,4,10500
2/14/2017,Obras 180 gr Warna,347,6,10500
2/14/2017,Obras 180 gr Warna,448,6,10500
2/16/2017,Bordir Rayon 150 gr,1076,18,25000
2/16/2017,Bordir Rayon 150 gr,1091,2,25000
2/16/2017,Bordir Rayon 150 gr,1097,18,25000
2/16/2017,Bordir Rayon 150 gr,1097,6,25000
2/16/2017,Bordir Rayon 150 gr,1120,12,25000
2/16/2017,Bordir Rayon 150 gr,1179,24,25000
2/16/2017,Bordir Rayon 150 gr,1191,18,25000
2/16/2017,Jahit 40/2 5000 yds,347,6,10000
2/16/2017,Jahit 40/2 5000 yds,499,6,10000
2/16/2017,Jahit 40/2 5000 yds,499,18,10000
2/16/2017,Jahit 40/2 5000 yds,500,6,10000
2/16/2017,Jahit 40/2p 500 yds,140,1,18500
2/16/2017,Jahit 40/2p 500 yds,150,1,18500
2/16/2017,Jahit 40/2p 500 yds,283,1,18500
2/16/2017,Jahit 40/2p 500 yds,313,1,18500
2/16/2017,Jahit 40/2p 500 yds,340,1,18500
2/16/2017,Jahit 40/2p 500 yds,348,1,18500
2/16/2017,Jahit 40/2p 500 yds,498,1,18500
2/16/2017,Jahit 40/2p 500 yds,499,3,18500
2/16/2017,Obras 180 gr Nat,498,6,9500
2/16/2017,Obras 180 gr Warna,150,4,10500
2/16/2017,Obras 180 gr Warna,194,6,10500
2/16/2017,Obras 180 gr Warna,347,6,10500
2/16/2017,Obras 180 gr Warna,500,6,10500
2/17/2017,Bordir Polyester 150 gr,3045,30,15000
2/17/2017,Bordir Polyester 150 gr,3149,60,15000
2/17/2017,Bordir Polyester 150 gr,3150,30,15000
2/17/2017,Bordir Rayon 150 gr,1023,1,25000
2/17/2017,Bordir Rayon 150 gr,1045,6,25000
2/17/2017,Bordir Rayon 150 gr,1142,6,25000
2/17/2017,Bordir Rayon 150 gr,2028,6,25000
2/17/2017,Bordir Rayon 150 gr,2030,4,25000
2/17/2017,Jahit 40/2 5000 yds,196,6,10000
2/17/2017,Jahit 40/2 5000 yds,256,6,10000
2/17/2017,Jahit 40/2 5000 yds,284,6,10000
2/17/2017,Jahit 40/2 5000 yds,285,6,10000
2/17/2017,Jahit 40/2 5000 yds,330,6,10000
2/17/2017,Jahit 40/2 5000 yds,347,12,10000
2/17/2017,Jahit 40/2 5000 yds,366,3,10000
2/17/2017,Jahit 40/2 5000 yds,370,6,10000
2/17/2017,Jahit 40/2 5000 yds,448,6,10000
2/17/2017,Jahit 40/2 5000 yds,498,6,10000
2/17/2017,Jahit 40/2 5000 yds,499,6,10000
2/17/2017,Jahit 40/2 5000 yds,500,12,10000
2/17/2017,Jahit 40/2 5000 yds,500,2,10000
2/17/2017,Jahit 40/2 5000 yds,530,2,10000
2/17/2017,Jahit 40/2 5000 yds,550,2,10000
2/17/2017,Jahit 40/2p 500 yds,498,1,18500
2/17/2017,Jahit 40/2p 500 yds,499,1,18500
2/17/2017,Jahit 40/2p 500 yds,500,2,18500
2/17/2017,Obras 180 gr Warna,159,1,10500
2/17/2017,Obras 180 gr Warna,256,4,10500
2/17/2017,Obras 180 gr Warna,283,3,10500
2/17/2017,Obras 180 gr Warna,284,3,10500
2/17/2017,Obras 180 gr Warna,292,3,10500
2/17/2017,Obras 180 gr Warna,323,3,10500
2/17/2017,Obras 180 gr Warna,448,3,10500
2/17/2017,Obras 180 gr Warna,499,3,10500
2/17/2017,Obras 180 gr Warna,500,6,10500
2/18/2017,Bordir Rayon 150 gr,1050,1,25000
2/18/2017,Bordir Rayon 150 gr,1123,1,25000
2/18/2017,Bordir Rayon 150 gr,1180,1,25000
2/18/2017,Bordir Rayon 150 gr,1181,1,25000
2/18/2017,Bordir Rayon 150 gr,1212,1,25000
2/18/2017,Bordir Rayon 150 gr,1216,1,25000
2/18/2017,Bordir Rayon 150 gr,1319,5,25000
2/18/2017,Bordir Rayon 150 gr,1342,1,25000
2/18/2017,Jahit 40/2 5000 yds,104,6,10000
2/18/2017,Jahit 40/2 5000 yds,236,12,10000
2/18/2017,Jahit 40/2 5000 yds,272,1,10000
2/18/2017,Jahit 40/2 5000 yds,323,1,10000
2/18/2017,Jahit 40/2p 500 yds,104,6,18500
2/18/2017,Jahit 40/2p 500 yds,454,1,18500
2/18/2017,Obras 180 gr Warna,194,1,10500
2/18/2017,Obras 180 gr Warna,251,4,10500
2/18/2017,Obras 180 gr Warna,258,2,10500
2/18/2017,Obras 180 gr Warna,348,2,10500
2/18/2017,Obras 180 gr Warna,493,4,10500
2/18/2017,Obras 180 gr Warna,500,2,10500
2/18/2017,Obras 180 gr Warna,500,1,10500
2/18/2017,Obras 500 gr Warna,454,2,24500
2/18/2017,Obras 500 gr Warna,500,2,24500
2/20/2017,Bordir Rayon 150 gr,1023,1,25000
2/20/2017,Bordir Rayon 150 gr,1050,6,25000
2/20/2017,Bordir Rayon 150 gr,1076,1,25000
2/20/2017,Bordir Rayon 150 gr,1096,6,25000
2/20/2017,Bordir Rayon 150 gr,1114,1,25000
2/20/2017,Bordir Rayon 150 gr,1116,6,25000
2/20/2017,Bordir Rayon 150 gr,1126,6,25000
2/20/2017,Bordir Rayon 150 gr,1164,36,25000
2/20/2017,Bordir Rayon 150 gr,1179,60,25000
2/20/2017,Bordir Rayon 150 gr,1179,48,25000
2/20/2017,Bordir Rayon 150 gr,1180,12,25000
2/20/2017,Bordir Rayon 150 gr,1188,24,25000
2/20/2017,Bordir Rayon 150 gr,1299,12,25000
2/20/2017,Bordir Rayon 150 gr,1342,6,25000
2/20/2017,Bordir Rayon 150 gr,2220,12,25000
2/20/2017,Bordir Rayon 150 gr,2314,60,25000
2/20/2017,Jahit 40/2 5000 yds,171,1,10000
2/20/2017,Jahit 40/2 5000 yds,196,6,10000
2/20/2017,Jahit 40/2 5000 yds,196,2,10000
2/20/2017,Jahit 40/2 5000 yds,206,6,10000
2/20/2017,Jahit 40/2 5000 yds,499,6,10000
2/20/2017,Jahit 40/2 5000 yds,500,6,10000
2/20/2017,Jahit 40/2 5000 yds,504,6,10000
2/20/2017,Jahit 40/2p 500 yds,137,1,18500
2/20/2017,Jahit 40/2p 500 yds,140,1,18500
2/20/2017,Jahit 40/2p 500 yds,140,2,18500
2/20/2017,Jahit 40/2p 500 yds,295,1,18500
2/20/2017,Jahit 40/2p 500 yds,347,1,18500
2/20/2017,Jahit 40/2p 500 yds,373,2,18500
2/20/2017,Jahit 40/2p 500 yds,388,4,18500
2/20/2017,Jahit 40/2p 500 yds,499,12,18500
2/20/2017,Jahit 40/2p 500 yds,500,1,18500
2/20/2017,Jahit 40/2p 500 yds,515,1,18500
2/20/2017,Jahit 40/2p 500 yds,515,2,18500
2/20/2017,Obras 180 gr Warna,140,3,10500
2/20/2017,Obras 180 gr Warna,186,1,10500
2/20/2017,Obras 180 gr Warna,316,3,10500
2/20/2017,Obras 180 gr Warna,373,2,10500
2/20/2017,Obras 180 gr Warna,448,4,10500
2/20/2017,Obras 180 gr Warna,499,2,10500
2/20/2017,Obras 500 gr Nat,498,3,21000
2/20/2017,Obras 500 gr Warna,530,1,24500
2/21/2017,Bordir Rayon 150 gr,1005,12,25000
2/21/2017,Bordir Rayon 150 gr,1005,24,25000
2/21/2017,Bordir Rayon 150 gr,1016,6,25000
2/21/2017,Bordir Rayon 150 gr,1021,24,25000
2/21/2017,Bordir Rayon 150 gr,1050,6,25000
2/21/2017,Bordir Rayon 150 gr,1061,12,25000
2/21/2017,Bordir Rayon 150 gr,1068,6,25000
2/21/2017,Bordir Rayon 150 gr,1101,6,25000
2/21/2017,Bordir Rayon 150 gr,1116,6,25000
2/21/2017,Bordir Rayon 150 gr,1140,2,25000
2/21/2017,Bordir Rayon 150 gr,1144,12,25000
2/21/2017,Bordir Rayon 150 gr,1156,6,25000
2/21/2017,Bordir Rayon 150 gr,1156,2,25000
2/21/2017,Bordir Rayon 150 gr,1157,12,25000
2/21/2017,Bordir Rayon 150 gr,1158,12,25000
2/21/2017,Bordir Rayon 150 gr,1161,6,25000
2/21/2017,Bordir Rayon 150 gr,1166,6,25000
2/21/2017,Bordir Rayon 150 gr,1167,24,25000
2/21/2017,Bordir Rayon 150 gr,1171,6,25000
2/21/2017,Bordir Rayon 150 gr,1174,24,25000
2/21/2017,Bordir Rayon 150 gr,1179,24,25000
2/21/2017,Bordir Rayon 150 gr,1180,6,25000
2/21/2017,Bordir Rayon 150 gr,1180,4,25000
2/21/2017,Bordir Rayon 150 gr,1181,2,25000
2/21/2017,Bordir Rayon 150 gr,1184,24,25000
2/21/2017,Bordir Rayon 150 gr,1191,6,25000
2/21/2017,Bordir Rayon 150 gr,1200,6,25000
2/21/2017,Bordir Rayon 150 gr,1204,6,25000
2/21/2017,Bordir Rayon 150 gr,1212,18,25000
2/21/2017,Bordir Rayon 150 gr,1216,6,25000
2/21/2017,Bordir Rayon 150 gr,1239,6,25000
2/21/2017,Bordir Rayon 150 gr,1298,12,25000
2/21/2017,Bordir Rayon 150 gr,1302,6,25000
2/21/2017,Bordir Rayon 150 gr,1306,12,25000
2/21/2017,Bordir Rayon 150 gr,1319,6,25000
2/21/2017,Bordir Rayon 150 gr,1323,12,25000
2/21/2017,Bordir Rayon 150 gr,1339,12,25000
2/21/2017,Bordir Rayon 150 gr,2030,6,25000
2/21/2017,Bordir Rayon 150 gr,2093,6,25000
2/21/2017,Bordir Rayon 150 gr,2213,12,25000
2/21/2017,Bordir Rayon 150 gr,2215,12,25000
2/21/2017,Bordir Rayon 150 gr,2313,12,25000
2/21/2017,Jahit 20/2 5000 yds,500,1,12000
2/21/2017,Jahit 20/2 5000 yds,530,6,12000
2/21/2017,Jahit 40/2 5000 yds,108,6,10000
2/21/2017,Jahit 40/2 5000 yds,112,6,10000
2/21/2017,Jahit 40/2 5000 yds,113,6,10000
2/21/2017,Jahit 40/2 5000 yds,135,6,10000
2/21/2017,Jahit 40/2 5000 yds,149,6,10000
2/21/2017,Jahit 40/2 5000 yds,150,6,10000
2/21/2017,Jahit 40/2 5000 yds,153,6,10000
2/21/2017,Jahit 40/2 5000 yds,169,6,10000
2/21/2017,Jahit 40/2 5000 yds,200,6,10000
2/21/2017,Jahit 40/2 5000 yds,206,6,10000
2/21/2017,Jahit 40/2 5000 yds,228,6,10000
2/21/2017,Jahit 40/2 5000 yds,240,6,10000
2/21/2017,Jahit 40/2 5000 yds,256,6,10000
2/21/2017,Jahit 40/2 5000 yds,258,6,10000
2/21/2017,Jahit 40/2 5000 yds,272,6,10000
2/21/2017,Jahit 40/2 5000 yds,321,6,10000
2/21/2017,Jahit 40/2 5000 yds,323,6,10000
2/21/2017,Jahit 40/2 5000 yds,330,6,10000
2/21/2017,Jahit 40/2 5000 yds,347,6,10000
2/21/2017,Jahit 40/2 5000 yds,366,6,10000
2/21/2017,Jahit 40/2 5000 yds,368,6,10000
2/21/2017,Jahit 40/2 5000 yds,370,6,10000
2/21/2017,Jahit 40/2 5000 yds,373,6,10000
2/21/2017,Jahit 40/2 5000 yds,388,6,10000
2/21/2017,Jahit 40/2 5000 yds,410,6,10000
2/21/2017,Jahit 40/2 5000 yds,415,6,10000
2/21/2017,Jahit 40/2 5000 yds,423,6,10000
2/21/2017,Jahit 40/2 5000 yds,451,6,10000
2/21/2017,Jahit 40/2 5000 yds,482,6,10000
2/21/2017,Jahit 40/2 5000 yds,488,6,10000
2/21/2017,Jahit 40/2 5000 yds,491,6,10000
2/21/2017,Jahit 40/2 5000 yds,498,1,10000
2/21/2017,Jahit 40/2 5000 yds,498,6,10000
2/21/2017,Jahit 40/2 5000 yds,499,11,10000
2/21/2017,Jahit 40/2 5000 yds,499,12,10000
2/21/2017,Jahit 40/2 5000 yds,499,2,10000
2/21/2017,Jahit 40/2 5000 yds,499,6,10000
2/21/2017,Jahit 40/2 5000 yds,500,1,10000
2/21/2017,Jahit 40/2 5000 yds,500,2,10000
2/21/2017,Jahit 40/2 5000 yds,500,18,10000
2/21/2017,Jahit 40/2 5000 yds,500,6,10000
2/21/2017,Jahit 40/2 5000 yds,530,6,10000
2/21/2017,Jahit 40/2 5000 yds,550,6,10000
2/21/2017,Jahit 40/2 5000 yds,585,6,10000
2/21/2017,Jahit 40/2 5000 yds,594,6,10000
2/21/2017,Jahit 40/2p 500 yds,104,2,18500
2/21/2017,Jahit 40/2p 500 yds,108,2,18500
2/21/2017,Jahit 40/2p 500 yds,213,2,18500
2/21/2017,Jahit 40/2p 500 yds,216,2,18500
2/21/2017,Jahit 40/2p 500 yds,218,2,18500
2/21/2017,Jahit 40/2p 500 yds,220,2,18500
2/21/2017,Jahit 40/2p 500 yds,225,2,18500
2/21/2017,Jahit 40/2p 500 yds,236,1,18500
2/21/2017,Jahit 40/2p 500 yds,236,2,18500
2/21/2017,Jahit 40/2p 500 yds,240,1,18500
2/21/2017,Jahit 40/2p 500 yds,240,2,18500
2/21/2017,Jahit 40/2p 500 yds,248,2,18500
2/21/2017,Jahit 40/2p 500 yds,251,2,18500
2/21/2017,Jahit 40/2p 500 yds,252,2,18500
2/21/2017,Jahit 40/2p 500 yds,253,2,18500
2/21/2017,Jahit 40/2p 500 yds,254,2,18500
2/21/2017,Jahit 40/2p 500 yds,255,2,18500
2/21/2017,Jahit 40/2p 500 yds,256,1,18500
2/21/2017,Jahit 40/2p 500 yds,257,1,18500
2/21/2017,Jahit 40/2p 500 yds,272,2,18500
2/21/2017,Jahit 40/2p 500 yds,273,2,18500
2/21/2017,Jahit 40/2p 500 yds,284,2,18500
2/21/2017,Jahit 40/2p 500 yds,285,2,18500
2/21/2017,Jahit 40/2p 500 yds,287,2,18500
2/21/2017,Jahit 40/2p 500 yds,288,2,18500
2/21/2017,Jahit 40/2p 500 yds,289,2,18500
2/21/2017,Jahit 40/2p 500 yds,292,2,18500
2/21/2017,Jahit 40/2p 500 yds,293,1,18500
2/21/2017,Jahit 40/2p 500 yds,303,2,18500
2/21/2017,Jahit 40/2p 500 yds,305,2,18500
2/21/2017,Jahit 40/2p 500 yds,306,2,18500
2/21/2017,Jahit 40/2p 500 yds,311,2,18500
2/21/2017,Jahit 40/2p 500 yds,313,2,18500
2/21/2017,Jahit 40/2p 500 yds,321,2,18500
2/21/2017,Jahit 40/2p 500 yds,323,2,18500
2/21/2017,Jahit 40/2p 500 yds,330,2,18500
2/21/2017,Jahit 40/2p 500 yds,340,2,18500
2/21/2017,Jahit 40/2p 500 yds,347,1,18500
2/21/2017,Jahit 40/2p 500 yds,347,1,18500
2/21/2017,Jahit 40/2p 500 yds,348,1,18500
2/21/2017,Jahit 40/2p 500 yds,352,2,18500
2/21/2017,Jahit 40/2p 500 yds,355,2,18500
2/21/2017,Jahit 40/2p 500 yds,356,2,18500
2/21/2017,Jahit 40/2p 500 yds,360,2,18500
2/21/2017,Jahit 40/2p 500 yds,363,2,18500
2/21/2017,Jahit 40/2p 500 yds,364,2,18500
2/21/2017,Jahit 40/2p 500 yds,365,2,18500
2/21/2017,Jahit 40/2p 500 yds,366,2,18500
2/21/2017,Jahit 40/2p 500 yds,368,2,18500
2/21/2017,Jahit 40/2p 500 yds,369,2,18500
2/21/2017,Jahit 40/2p 500 yds,370,2,18500
2/21/2017,Jahit 40/2p 500 yds,373,2,18500
2/21/2017,Jahit 40/2p 500 yds,375,2,18500
2/21/2017,Jahit 40/2p 500 yds,383,2,18500
2/21/2017,Jahit 40/2p 500 yds,389,2,18500
2/21/2017,Jahit 40/2p 500 yds,393,2,18500
2/21/2017,Jahit 40/2p 500 yds,395,2,18500
2/21/2017,Jahit 40/2p 500 yds,400,2,18500
2/21/2017,Jahit 40/2p 500 yds,410,2,18500
2/21/2017,Jahit 40/2p 500 yds,415,1,18500
2/21/2017,Jahit 40/2p 500 yds,415,2,18500
2/21/2017,Jahit 40/2p 500 yds,418,2,18500
2/21/2017,Jahit 40/2p 500 yds,419,2,18500
2/21/2017,Jahit 40/2p 500 yds,423,2,18500
2/21/2017,Jahit 40/2p 500 yds,424,2,18500
2/21/2017,Jahit 40/2p 500 yds,435,2,18500
2/21/2017,Jahit 40/2p 500 yds,443,2,18500
2/21/2017,Jahit 40/2p 500 yds,448,2,18500
2/21/2017,Jahit 40/2p 500 yds,450,2,18500
2/21/2017,Jahit 40/2p 500 yds,455,2,18500
2/21/2017,Jahit 40/2p 500 yds,456,2,18500
2/21/2017,Jahit 40/2p 500 yds,457,2,18500
2/21/2017,Jahit 40/2p 500 yds,460,2,18500
2/21/2017,Jahit 40/2p 500 yds,469,2,18500
2/21/2017,Jahit 40/2p 500 yds,470,2,18500
2/21/2017,Jahit 40/2p 500 yds,471,2,18500
2/21/2017,Jahit 40/2p 500 yds,483,2,18500
2/21/2017,Jahit 40/2p 500 yds,488,2,18500
2/21/2017,Jahit 40/2p 500 yds,495,2,18500
2/21/2017,Jahit 40/2p 500 yds,498,2,18500
2/21/2017,Jahit 40/2p 500 yds,499,1,18500
2/21/2017,Jahit 40/2p 500 yds,499,2,18500
2/21/2017,Jahit 40/2p 500 yds,499,2,18500
2/21/2017,Jahit 40/2p 500 yds,500,1,18500
2/21/2017,Jahit 40/2p 500 yds,500,1,18500
2/21/2017,Jahit 40/2p 500 yds,500,2,18500
2/21/2017,Jahit 40/2p 500 yds,504,2,18500
2/21/2017,Jahit 40/2p 500 yds,515,2,18500
2/21/2017,Jahit 40/2p 500 yds,516,2,18500
2/21/2017,Jahit 40/2p 500 yds,527,2,18500
2/21/2017,Jahit 40/2p 500 yds,530,2,18500
2/21/2017,Jahit 40/2p 500 yds,536,2,18500
2/21/2017,Jahit 40/2p 500 yds,550,2,18500
2/21/2017,Obras 180 gr Nat,498,1,9500
2/21/2017,Obras 180 gr Warna,292,2,10500
2/21/2017,Obras 180 gr Warna,321,1,10500
2/21/2017,Obras 180 gr Warna,347,1,10500
2/21/2017,Obras 180 gr Warna,375,2,10500
2/21/2017,Obras 180 gr Warna,499,1,10500
2/21/2017,Obras 500 gr Nat,498,8,21000
2/21/2017,Obras 500 gr Warna,500,6,24500
2/21/2017,Obras 500 gr Warna,550,1,24500
2/22/2017,Bordir Rayon 150 gr,1005,4,25000
2/22/2017,Bordir Rayon 150 gr,1097,6,25000
2/22/2017,Bordir Rayon 150 gr,1200,12,25000
2/22/2017,Jahit 40/2 5000 yds,499,2,10000
2/22/2017,Jahit 40/2 5000 yds,499,6,10000
2/22/2017,Jahit 40/2 5000 yds,499,1,10000
2/22/2017,Jahit 40/2 5000 yds,500,504,10000
2/22/2017,Jahit 40/2 5000 yds,500,12,10000
2/22/2017,Jahit 40/2p 500 yds,373,1,18500
2/22/2017,Jahit 40/2p 500 yds,454,1,18500
2/22/2017,Jahit 40/2p 500 yds,499,1,18500
2/22/2017,Jahit 40/2p 500 yds,499,1,18500
2/22/2017,Jahit 40/2p 500 yds,515,1,18500
2/22/2017,Obras 180 gr Nat,498,4,9500
