tglsj,barang,code_wr,qttsj,Price
6/7/2017,Bordir Polyester 150 gr,3140,2,15000
6/7/2017,Bordir Polyester 150 gr,3258,30,15000
6/7/2017,Bordir Polyester 150 gr,3302,4,15000
6/7/2017,Bordir Polyester 150 gr,3309,29,15000
6/7/2017,Bordir Rayon 150 gr,1018,1,25000
6/7/2017,Bordir Rayon 150 gr,1049,3,25000
6/7/2017,Bordir Rayon 150 gr,1116,6,25000
6/7/2017,Bordir Rayon 150 gr,1117,1,25000
6/7/2017,Bordir Rayon 150 gr,1121,3,25000
6/7/2017,Bordir Rayon 150 gr,1134,1,25000
6/7/2017,Bordir Rayon 150 gr,1138,2,25000
6/7/2017,Bordir Rayon 150 gr,1159,6,25000
6/7/2017,Bordir Rayon 150 gr,1167,12,25000
6/7/2017,Bordir Rayon 150 gr,1180,1,25000
6/7/2017,Bordir Rayon 150 gr,1191,1,25000
6/7/2017,Bordir Rayon 150 gr,1204,2,25000
6/7/2017,Bordir Rayon 150 gr,1212,24,25000
6/7/2017,Bordir Rayon 150 gr,1212,12,25000
6/7/2017,Bordir Rayon 150 gr,1311,12,25000
6/7/2017,Bordir Rayon 150 gr,1314,12,25000
6/7/2017,Bordir Rayon 150 gr,2255,18,25000
6/7/2017,Bordir Rayon 150 gr,2255,18,25000
6/7/2017,Jahit 20/2 5000 yds,346,3,12000
6/7/2017,Jahit 20/2 5000 yds,499,24,12000
6/7/2017,Jahit 20/2 5000 yds,500,48,12000
6/7/2017,Jahit 20/2 5000 yds,500,3,12000
6/7/2017,Jahit 40/2 5000 yds,106,6,10000
6/7/2017,Jahit 40/2 5000 yds,207,36,10000
6/7/2017,Jahit 40/2 5000 yds,499,300,10000
6/7/2017,Jahit 40/2 5000 yds,500,6,10000
6/7/2017,Jahit 40/2 5000 yds,539,2,10000
6/7/2017,Jahit 40/2 5000 yds,550,36,10000
6/7/2017,Jahit 40/2p 500 yds,148,1,18500
6/7/2017,Jahit 40/2p 500 yds,213,1,18500
6/7/2017,Jahit 40/2p 500 yds,323,1,18500
6/7/2017,Jahit 40/2p 500 yds,330,1,18500
6/7/2017,Jahit 40/2p 500 yds,368,1,18500
6/7/2017,Jahit 40/2p 500 yds,487,1,18500
6/7/2017,Jahit 40/2p 500 yds,487,1,18500
6/7/2017,Jahit 40/2p 500 yds,489,1,18500
6/7/2017,Jahit 40/2p 500 yds,550,1,18500
6/7/2017,Obras 180 gr Warna,194,2,10500
6/7/2017,Obras 180 gr Warna,388,3,10500
6/7/2017,Obras 500 gr Nat,498,2,21000
6/8/2017,Bordir Rayon 150 gr,1006,12,25000
6/8/2017,Bordir Rayon 150 gr,1010,12,25000
6/8/2017,Bordir Rayon 150 gr,1016,1,25000
6/8/2017,Bordir Rayon 150 gr,1050,1,25000
6/8/2017,Bordir Rayon 150 gr,1050,1,25000
6/8/2017,Bordir Rayon 150 gr,1179,24,25000
6/8/2017,Bordir Rayon 150 gr,1179,1,25000
6/8/2017,Bordir Rayon 150 gr,1179,3,25000
6/8/2017,Bordir Rayon 150 gr,1180,12,25000
6/8/2017,Bordir Rayon 150 gr,1188,6,25000
6/8/2017,Bordir Rayon 150 gr,1196,6,25000
6/8/2017,Bordir Rayon 150 gr,1212,12,25000
6/8/2017,Bordir Rayon 150 gr,1323,18,25000
6/8/2017,Bordir Rayon 150 gr,1345,5,25000
6/8/2017,Bordir Rayon 150 gr,2127,8,25000
6/8/2017,Jahit 40/2 5000 yds,104,6,10000
6/8/2017,Jahit 40/2 5000 yds,114,1,10000
6/8/2017,Jahit 40/2 5000 yds,150,12,10000
6/8/2017,Jahit 40/2 5000 yds,153,1,10000
6/8/2017,Jahit 40/2 5000 yds,159,1,10000
6/8/2017,Jahit 40/2 5000 yds,168,1,10000
6/8/2017,Jahit 40/2 5000 yds,185,1,10000
6/8/2017,Jahit 40/2 5000 yds,196,4,10000
6/8/2017,Jahit 40/2 5000 yds,200,1,10000
6/8/2017,Jahit 40/2 5000 yds,254,1,10000
6/8/2017,Jahit 40/2 5000 yds,270,1,10000
6/8/2017,Jahit 40/2 5000 yds,272,1,10000
6/8/2017,Jahit 40/2 5000 yds,292,1,10000
6/8/2017,Jahit 40/2 5000 yds,303,1,10000
6/8/2017,Jahit 40/2 5000 yds,346,2,10000
6/8/2017,Jahit 40/2 5000 yds,347,2,10000
6/8/2017,Jahit 40/2 5000 yds,347,3,10000
6/8/2017,Jahit 40/2 5000 yds,366,1,10000
6/8/2017,Jahit 40/2 5000 yds,370,1,10000
6/8/2017,Jahit 40/2 5000 yds,383,1,10000
6/8/2017,Jahit 40/2 5000 yds,423,1,10000
6/8/2017,Jahit 40/2 5000 yds,451,1,10000
6/8/2017,Jahit 40/2 5000 yds,455,1,10000
6/8/2017,Jahit 40/2 5000 yds,489,1,10000
6/8/2017,Jahit 40/2 5000 yds,498,1,10000
6/8/2017,Jahit 40/2 5000 yds,499,1,10000
6/8/2017,Jahit 40/2 5000 yds,499,6,10000
6/8/2017,Jahit 40/2 5000 yds,499,6,10000
6/8/2017,Jahit 40/2 5000 yds,500,12,10000
6/8/2017,Jahit 40/2 5000 yds,530,1,10000
6/8/2017,Jahit 40/2 5000 yds,535,1,10000
6/8/2017,Jahit 40/2 5000 yds,550,1,10000
6/8/2017,Jahit 40/2 5000 yds,587,1,10000
6/8/2017,Jahit 40/2p 500 yds,104,3,18500
6/8/2017,Jahit 40/2p 500 yds,114,1,18500
6/8/2017,Jahit 40/2p 500 yds,153,1,18500
6/8/2017,Jahit 40/2p 500 yds,159,1,18500
6/8/2017,Jahit 40/2p 500 yds,170,1,18500
6/8/2017,Jahit 40/2p 500 yds,173,1,18500
6/8/2017,Jahit 40/2p 500 yds,175,1,18500
6/8/2017,Jahit 40/2p 500 yds,185,1,18500
6/8/2017,Jahit 40/2p 500 yds,200,1,18500
6/8/2017,Jahit 40/2p 500 yds,206,1,18500
6/8/2017,Jahit 40/2p 500 yds,256,1,18500
6/8/2017,Jahit 40/2p 500 yds,283,1,18500
6/8/2017,Jahit 40/2p 500 yds,292,1,18500
6/8/2017,Jahit 40/2p 500 yds,292,1,18500
6/8/2017,Jahit 40/2p 500 yds,305,1,18500
6/8/2017,Jahit 40/2p 500 yds,323,1,18500
6/8/2017,Jahit 40/2p 500 yds,330,1,18500
6/8/2017,Jahit 40/2p 500 yds,350,1,18500
6/8/2017,Jahit 40/2p 500 yds,352,1,18500
6/8/2017,Jahit 40/2p 500 yds,357,1,18500
6/8/2017,Jahit 40/2p 500 yds,370,1,18500
6/8/2017,Jahit 40/2p 500 yds,383,1,18500
6/8/2017,Jahit 40/2p 500 yds,415,1,18500
6/8/2017,Jahit 40/2p 500 yds,419,1,18500
6/8/2017,Jahit 40/2p 500 yds,455,1,18500
6/8/2017,Jahit 40/2p 500 yds,483,1,18500
6/8/2017,Jahit 40/2p 500 yds,498,1,18500
6/8/2017,Jahit 40/2p 500 yds,499,6,18500
6/8/2017,Jahit 40/2p 500 yds,499,1,18500
6/8/2017,Jahit 40/2p 500 yds,499,3,18500
6/8/2017,Jahit 40/2p 500 yds,500,1,18500
6/8/2017,Jahit 40/2p 500 yds,500,1,18500
6/8/2017,Jahit 40/2p 500 yds,550,2,18500
6/8/2017,Jahit 40/2p 500 yds,550,1,18500
6/8/2017,Metalic Mas 125 gr,101,12,15500
6/8/2017,Obras 180 gr Nat,498,2,9500
6/8/2017,Obras 180 gr Warna,104,6,10500
6/8/2017,Obras 180 gr Warna,121,1,10500
6/8/2017,Obras 180 gr Warna,121,1,10500
6/8/2017,Obras 180 gr Warna,123,1,10500
6/8/2017,Obras 180 gr Warna,123,1,10500
6/8/2017,Obras 180 gr Warna,125,1,10500
6/8/2017,Obras 180 gr Warna,137,3,10500
6/8/2017,Obras 180 gr Warna,153,1,10500
6/8/2017,Obras 180 gr Warna,156,1,10500
6/8/2017,Obras 180 gr Warna,156,1,10500
6/8/2017,Obras 180 gr Warna,164,1,10500
6/8/2017,Obras 180 gr Warna,166,1,10500
6/8/2017,Obras 180 gr Warna,168,1,10500
6/8/2017,Obras 180 gr Warna,173,1,10500
6/8/2017,Obras 180 gr Warna,173,1,10500
6/8/2017,Obras 180 gr Warna,185,1,10500
6/8/2017,Obras 180 gr Warna,194,3,10500
6/8/2017,Obras 180 gr Warna,194,1,10500
6/8/2017,Obras 180 gr Warna,196,4,10500
6/8/2017,Obras 180 gr Warna,212,1,10500
6/8/2017,Obras 180 gr Warna,218,1,10500
6/8/2017,Obras 180 gr Warna,251,2,10500
6/8/2017,Obras 180 gr Warna,270,1,10500
6/8/2017,Obras 180 gr Warna,270,1,10500
6/8/2017,Obras 180 gr Warna,272,1,10500
6/8/2017,Obras 180 gr Warna,272,1,10500
6/8/2017,Obras 180 gr Warna,292,2,10500
6/8/2017,Obras 180 gr Warna,352,1,10500
6/8/2017,Obras 180 gr Warna,352,1,10500
6/8/2017,Obras 180 gr Warna,357,1,10500
6/8/2017,Obras 180 gr Warna,383,1,10500
6/8/2017,Obras 180 gr Warna,424,1,10500
6/8/2017,Obras 180 gr Warna,424,1,10500
6/8/2017,Obras 180 gr Warna,454,1,10500
6/8/2017,Obras 180 gr Warna,454,1,10500
6/8/2017,Obras 500 gr Nat,498,6,21000
6/8/2017,Obras 500 gr Warna,499,1,24500
6/8/2017,Obras 500 gr Warna,500,4,24500
6/9/2017,Bordir Polyester 150 gr,3150,24,15000
6/9/2017,Bordir Rayon 150 gr,1050,2,25000
6/9/2017,Bordir Rayon 150 gr,1052,3,25000
6/9/2017,Bordir Rayon 150 gr,1056,1,25000
6/9/2017,Bordir Rayon 150 gr,1057,2,25000
6/9/2017,Bordir Rayon 150 gr,1071,2,25000
6/9/2017,Bordir Rayon 150 gr,1075,2,25000
6/9/2017,Bordir Rayon 150 gr,1085,2,25000
6/9/2017,Bordir Rayon 150 gr,1086,2,25000
6/9/2017,Bordir Rayon 150 gr,1097,2,25000
6/9/2017,Bordir Rayon 150 gr,1102,1,25000
6/9/2017,Bordir Rayon 150 gr,1102,2,25000
6/9/2017,Bordir Rayon 150 gr,2070,2,25000
6/9/2017,Bordir Rayon 150 gr,2076,3,25000
6/9/2017,Bordir Rayon 150 gr,2079,12,25000
6/9/2017,Bordir Rayon 150 gr,2108,2,25000
6/9/2017,Bordir Rayon 150 gr,2113,2,25000
6/9/2017,Bordir Rayon 150 gr,2135,1,25000
6/9/2017,Bordir Rayon 150 gr,2150,2,25000
6/9/2017,Bordir Rayon 150 gr,2162,2,25000
6/9/2017,Bordir Rayon 150 gr,2200,2,25000
6/9/2017,Bordir Rayon 150 gr,2209,1,25000
6/9/2017,Bordir Rayon 150 gr,2215,3,25000
6/9/2017,Bordir Rayon 150 gr,2232,4,25000
6/9/2017,Bordir Rayon 150 gr,2250,2,25000
6/9/2017,Bordir Rayon 150 gr,2283,1,25000
6/9/2017,Jahit 40/2 5000 yds,115,2,10000
6/9/2017,Jahit 40/2 5000 yds,135,2,10000
6/9/2017,Jahit 40/2 5000 yds,135,4,10000
6/9/2017,Jahit 40/2 5000 yds,149,1,10000
6/9/2017,Jahit 40/2 5000 yds,150,2,10000
6/9/2017,Jahit 40/2 5000 yds,194,2,10000
6/9/2017,Jahit 40/2 5000 yds,194,12,10000
6/9/2017,Jahit 40/2 5000 yds,196,2,10000
6/9/2017,Jahit 40/2 5000 yds,200,12,10000
6/9/2017,Jahit 40/2 5000 yds,248,1,10000
6/9/2017,Jahit 40/2 5000 yds,309,1,10000
6/9/2017,Jahit 40/2 5000 yds,313,12,10000
6/9/2017,Jahit 40/2 5000 yds,346,2,10000
6/9/2017,Jahit 40/2 5000 yds,347,2,10000
6/9/2017,Jahit 40/2 5000 yds,347,6,10000
6/9/2017,Jahit 40/2 5000 yds,352,1,10000
6/9/2017,Jahit 40/2 5000 yds,364,2,10000
6/9/2017,Jahit 40/2 5000 yds,364,12,10000
6/9/2017,Jahit 40/2 5000 yds,386,2,10000
6/9/2017,Jahit 40/2 5000 yds,386,12,10000
6/9/2017,Jahit 40/2 5000 yds,413,4,10000
6/9/2017,Jahit 40/2 5000 yds,415,2,10000
6/9/2017,Jahit 40/2 5000 yds,454,4,10000
6/9/2017,Jahit 40/2 5000 yds,489,1,10000
6/9/2017,Jahit 40/2 5000 yds,499,2,10000
6/9/2017,Jahit 40/2 5000 yds,499,2,10000
6/9/2017,Jahit 40/2 5000 yds,499,6,10000
6/9/2017,Jahit 40/2 5000 yds,500,2,10000
6/9/2017,Jahit 40/2 5000 yds,500,6,10000
6/9/2017,Jahit 40/2 5000 yds,500,2,10000
6/9/2017,Jahit 40/2 5000 yds,500,24,10000
6/9/2017,Jahit 40/2 5000 yds,530,4,10000
6/9/2017,Jahit 40/2 5000 yds,530,2,10000
6/9/2017,Jahit 40/2p 500 yds,194,4,18500
6/9/2017,Jahit 40/2p 500 yds,297,1,18500
6/9/2017,Jahit 40/2p 500 yds,342,1,18500
6/9/2017,Jahit 40/2p 500 yds,373,1,18500
6/9/2017,Jahit 40/2p 500 yds,415,2,18500
6/9/2017,Jahit 40/2p 500 yds,435,1,18500
6/9/2017,Jahit 40/2p 500 yds,494,2,18500
6/9/2017,Jahit 40/2p 500 yds,499,1,18500
6/9/2017,Jahit 40/2p 500 yds,500,1,18500
6/9/2017,Jahit 40/2p 500 yds,551,1,18500
6/9/2017,Metalic Mas 125 gr,101,3,15500
6/9/2017,Metalic Mas 125 gr,103,1,15500
6/9/2017,Metalic Mas 125 gr,108,2,15500
6/9/2017,Metalic Mas 125 gr,108,10,15500
6/9/2017,Metalic Mas 125 gr,111,1,15500
6/9/2017,Obras 180 gr Nat,498,13,9500
6/9/2017,Obras 180 gr Warna,137,4,10500
6/9/2017,Obras 180 gr Warna,150,6,10500
6/9/2017,Obras 180 gr Warna,194,2,10500
6/9/2017,Obras 180 gr Warna,292,3,10500
6/9/2017,Obras 180 gr Warna,311,3,10500
6/9/2017,Obras 180 gr Warna,313,6,10500
6/9/2017,Obras 180 gr Warna,330,2,10500
6/9/2017,Obras 180 gr Warna,364,3,10500
6/9/2017,Obras 180 gr Warna,375,3,10500
6/9/2017,Obras 180 gr Warna,415,4,10500
6/9/2017,Obras 180 gr Warna,488,4,10500
6/9/2017,Obras 180 gr Warna,499,2,10500
6/9/2017,Obras 180 gr Warna,500,4,10500
6/9/2017,Obras 180 gr Warna,500,6,10500
6/9/2017,Obras 180 gr Warna,500,10,10500
6/9/2017,Obras 180 gr Warna,500,2,10500
6/9/2017,Obras 180 gr Warna,550,6,10500
6/9/2017,Obras 500 gr Warna,373,1,24500
6/10/2017,Bordir Polyester 150 gr,3030,8,15000
6/10/2017,Bordir Polyester 150 gr,3150,5,15000
6/10/2017,Bordir Rayon 150 gr,1001,1,25000
6/10/2017,Bordir Rayon 150 gr,1005,6,25000
6/10/2017,Bordir Rayon 150 gr,1012,6,25000
6/10/2017,Bordir Rayon 150 gr,1021,1,25000
6/10/2017,Bordir Rayon 150 gr,1050,6,25000
6/10/2017,Bordir Rayon 150 gr,1050,6,25000
6/10/2017,Bordir Rayon 150 gr,1066,6,25000
6/10/2017,Bordir Rayon 150 gr,1080,6,25000
6/10/2017,Bordir Rayon 150 gr,1097,6,25000
6/10/2017,Bordir Rayon 150 gr,1101,6,25000
6/10/2017,Bordir Rayon 150 gr,1109,1,25000
6/10/2017,Bordir Rayon 150 gr,1116,6,25000
6/10/2017,Bordir Rayon 150 gr,1179,6,25000
6/10/2017,Bordir Rayon 150 gr,1179,12,25000
6/10/2017,Bordir Rayon 150 gr,1180,12,25000
6/10/2017,Bordir Rayon 150 gr,1188,6,25000
6/10/2017,Bordir Rayon 150 gr,1188,6,25000
6/10/2017,Bordir Rayon 150 gr,1191,6,25000
6/10/2017,Bordir Rayon 150 gr,1207,6,25000
6/10/2017,Bordir Rayon 150 gr,1212,5,25000
6/10/2017,Bordir Rayon 150 gr,1324,6,25000
6/10/2017,Bordir Rayon 150 gr,2043,1,25000
6/10/2017,Bordir Rayon 150 gr,2148,1,25000
6/10/2017,Jahit 40/2 5000 yds,373,6,10000
6/10/2017,Jahit 40/2 5000 yds,499,6,10000
6/10/2017,Jahit 40/2 5000 yds,499,6,10000
6/10/2017,Jahit 40/2 5000 yds,500,1,10000
6/10/2017,Jahit 40/2 5000 yds,500,6,10000
6/10/2017,Jahit 40/2 5000 yds,539,6,10000
6/10/2017,Jahit 40/2 5000 yds,550,4,10000
6/10/2017,Jahit 40/2 5000 yds,550,12,10000
6/10/2017,Jahit 40/2p 500 yds,125,1,18500
6/10/2017,Jahit 40/2p 500 yds,185,1,18500
6/10/2017,Jahit 40/2p 500 yds,194,4,18500
6/10/2017,Jahit 40/2p 500 yds,330,1,18500
6/10/2017,Jahit 40/2p 500 yds,471,1,18500
6/10/2017,Jahit 40/2p 500 yds,497,1,18500
6/10/2017,Jahit 40/2p 500 yds,499,1,18500
6/10/2017,Jahit 40/2p 500 yds,499,2,18500
6/10/2017,Jahit 40/2p 500 yds,499,1,18500
6/10/2017,Obras 180 gr Nat,498,6,9500
6/10/2017,Obras 180 gr Warna,173,4,10500
6/10/2017,Obras 180 gr Warna,185,1,10500
6/10/2017,Obras 180 gr Warna,194,4,10500
6/10/2017,Obras 180 gr Warna,196,3,10500
6/10/2017,Obras 180 gr Warna,292,1,10500
6/10/2017,Obras 180 gr Warna,373,7,10500
6/10/2017,Obras 180 gr Warna,388,1,10500
6/10/2017,Obras 180 gr Warna,424,6,10500
6/10/2017,Obras 180 gr Warna,424,2,10500
6/10/2017,Obras 180 gr Warna,424,2,10500
6/10/2017,Obras 180 gr Warna,499,2,10500
6/10/2017,Obras 180 gr Warna,540,6,10500
6/10/2017,Obras 500 gr Nat,498,11,21000
6/10/2017,Obras 500 gr Warna,550,2,24500
6/12/2017,Bordir Polyester 150 gr,3118,30,15000
6/12/2017,Bordir Polyester 150 gr,3128,26,15000
6/12/2017,Bordir Rayon 150 gr,1005,12,25000
6/12/2017,Bordir Rayon 150 gr,1010,6,25000
6/12/2017,Bordir Rayon 150 gr,1031,6,25000
6/12/2017,Bordir Rayon 150 gr,1045,6,25000
6/12/2017,Bordir Rayon 150 gr,1049,1,25000
6/12/2017,Bordir Rayon 150 gr,1050,6,25000
6/12/2017,Bordir Rayon 150 gr,1088,6,25000
6/12/2017,Bordir Rayon 150 gr,1089,6,25000
6/12/2017,Bordir Rayon 150 gr,1101,6,25000
6/12/2017,Bordir Rayon 150 gr,1102,6,25000
6/12/2017,Bordir Rayon 150 gr,1105,1,25000
6/12/2017,Bordir Rayon 150 gr,1121,10,25000
6/12/2017,Bordir Rayon 150 gr,1144,1,25000
6/12/2017,Bordir Rayon 150 gr,1158,12,25000
6/12/2017,Bordir Rayon 150 gr,1161,6,25000
6/12/2017,Bordir Rayon 150 gr,1162,6,25000
6/12/2017,Bordir Rayon 150 gr,1164,2,25000
6/12/2017,Bordir Rayon 150 gr,1167,6,25000
6/12/2017,Bordir Rayon 150 gr,1174,6,25000
6/12/2017,Bordir Rayon 150 gr,1179,6,25000
6/12/2017,Bordir Rayon 150 gr,1179,150,25000
6/12/2017,Bordir Rayon 150 gr,1179,18,25000
6/12/2017,Bordir Rayon 150 gr,1179,12,25000
6/12/2017,Bordir Rayon 150 gr,1180,6,25000
6/12/2017,Bordir Rayon 150 gr,1180,12,25000
6/12/2017,Bordir Rayon 150 gr,1180,1,25000
6/12/2017,Bordir Rayon 150 gr,1181,6,25000
6/12/2017,Bordir Rayon 150 gr,1181,1,25000
6/12/2017,Bordir Rayon 150 gr,1186,6,25000
6/12/2017,Bordir Rayon 150 gr,1186,24,25000
6/12/2017,Bordir Rayon 150 gr,1188,6,25000
6/12/2017,Bordir Rayon 150 gr,1188,6,25000
6/12/2017,Bordir Rayon 150 gr,1200,6,25000
6/12/2017,Bordir Rayon 150 gr,1210,30,25000
6/12/2017,Bordir Rayon 150 gr,1224,6,25000
6/12/2017,Bordir Rayon 150 gr,1224,60,25000
6/12/2017,Bordir Rayon 150 gr,1254,6,25000
6/12/2017,Bordir Rayon 150 gr,1302,30,25000
6/12/2017,Bordir Rayon 150 gr,1305,6,25000
6/12/2017,Bordir Rayon 150 gr,1319,6,25000
6/12/2017,Bordir Rayon 150 gr,1331,6,25000
6/12/2017,Bordir Rayon 150 gr,2028,6,25000
6/12/2017,Bordir Rayon 150 gr,2043,1,25000
6/12/2017,Bordir Rayon 150 gr,2148,2,25000
6/12/2017,Bordir Rayon 150 gr,2150,4,25000
6/12/2017,Bordir Rayon 150 gr,2156,1,25000
6/12/2017,Bordir Rayon 150 gr,2234,96,25000
6/12/2017,Bordir Rayon 70 gr,1005,48,17000
6/12/2017,Bordir Rayon 70 gr,1028,24,17000
6/12/2017,Bordir Rayon 70 gr,1044,24,17000
6/12/2017,Bordir Rayon 70 gr,1050,36,17000
6/12/2017,Bordir Rayon 70 gr,1059,12,17000
6/12/2017,Bordir Rayon 70 gr,1061,24,17000
6/12/2017,Bordir Rayon 70 gr,1062,12,17000
6/12/2017,Bordir Rayon 70 gr,1063,24,17000
6/12/2017,Bordir Rayon 70 gr,1068,36,17000
6/12/2017,Bordir Rayon 70 gr,1071,12,17000
6/12/2017,Bordir Rayon 70 gr,1085,12,17000
6/12/2017,Bordir Rayon 70 gr,1101,36,17000
6/12/2017,Bordir Rayon 70 gr,1102,36,17000
6/12/2017,Bordir Rayon 70 gr,1116,60,17000
6/12/2017,Bordir Rayon 70 gr,1117,12,17000
6/12/2017,Bordir Rayon 70 gr,1126,24,17000
6/12/2017,Bordir Rayon 70 gr,1135,12,17000
6/12/2017,Bordir Rayon 70 gr,1163,12,17000
6/12/2017,Bordir Rayon 70 gr,1164,12,17000
6/12/2017,Bordir Rayon 70 gr,1168,12,17000
6/12/2017,Bordir Rayon 70 gr,1179,60,17000
6/12/2017,Bordir Rayon 70 gr,1180,60,17000
6/12/2017,Bordir Rayon 70 gr,1201,48,17000
6/12/2017,Bordir Rayon 70 gr,1214,12,17000
6/12/2017,Bordir Rayon 70 gr,1219,24,17000
6/12/2017,Bordir Rayon 70 gr,1306,12,17000
6/12/2017,Bordir Rayon 70 gr,1321,12,17000
6/12/2017,Bordir Rayon 70 gr,1326,12,17000
6/12/2017,Bordir Rayon 70 gr,1333,36,17000
6/12/2017,Bordir Rayon 70 gr,2014,36,17000
6/12/2017,Bordir Rayon 70 gr,2016,12,17000
6/12/2017,Bordir Rayon 70 gr,2028,24,17000
6/12/2017,Bordir Rayon 70 gr,2030,36,17000
6/12/2017,Bordir Rayon 70 gr,2037,12,17000
6/12/2017,Bordir Rayon 70 gr,2053,12,17000
6/12/2017,Bordir Rayon 70 gr,2063,12,17000
6/12/2017,Bordir Rayon 70 gr,2067,24,17000
6/12/2017,Bordir Rayon 70 gr,2075,36,17000
6/12/2017,Bordir Rayon 70 gr,2094,12,17000
6/12/2017,Bordir Rayon 70 gr,2100,24,17000
6/12/2017,Bordir Rayon 70 gr,2121,12,17000
6/12/2017,Bordir Rayon 70 gr,2256,24,17000
6/12/2017,Bordir Rayon 70 gr,2274,12,17000
6/12/2017,Bordir Rayon 70 gr,2301,36,17000
6/12/2017,Jahit 20/2 5000 yds,499,12,12000
6/12/2017,Jahit 20/2 5000 yds,500,48,12000
6/12/2017,Jahit 40/2 5000 yds,104,3,10000
6/12/2017,Jahit 40/2 5000 yds,115,1,10000
6/12/2017,Jahit 40/2 5000 yds,121,3,10000
6/12/2017,Jahit 40/2 5000 yds,168,1,10000
6/12/2017,Jahit 40/2 5000 yds,207,6,10000
6/12/2017,Jahit 40/2 5000 yds,248,6,10000
6/12/2017,Jahit 40/2 5000 yds,289,6,10000
6/12/2017,Jahit 40/2 5000 yds,323,6,10000
6/12/2017,Jahit 40/2 5000 yds,347,2,10000
6/12/2017,Jahit 40/2 5000 yds,347,3,10000
6/12/2017,Jahit 40/2 5000 yds,388,2,10000
6/12/2017,Jahit 40/2 5000 yds,399,3,10000
6/12/2017,Jahit 40/2 5000 yds,424,6,10000
6/12/2017,Jahit 40/2 5000 yds,454,6,10000
6/12/2017,Jahit 40/2 5000 yds,498,2,10000
6/12/2017,Jahit 40/2 5000 yds,498,24,10000
6/12/2017,Jahit 40/2 5000 yds,499,6,10000
6/12/2017,Jahit 40/2 5000 yds,499,24,10000
6/12/2017,Jahit 40/2 5000 yds,499,6,10000
6/12/2017,Jahit 40/2 5000 yds,499,12,10000
6/12/2017,Jahit 40/2 5000 yds,500,24,10000
6/12/2017,Jahit 40/2 5000 yds,500,6,10000
6/12/2017,Jahit 40/2 5000 yds,500,1,10000
6/12/2017,Jahit 40/2 5000 yds,529,6,10000
6/12/2017,Jahit 40/2 5000 yds,543,3,10000
6/12/2017,Jahit 40/2p 500 yds,415,1,18500
6/12/2017,Jahit 40/2p 500 yds,498,1,18500
6/12/2017,Jahit 40/2p 500 yds,499,1,18500
6/12/2017,Jahit 40/2p 500 yds,499,2,18500
6/12/2017,Metalic Mas 125 gr,101,23,15500
6/12/2017,Obras 180 gr Nat,498,6,9500
6/12/2017,Obras 180 gr Warna,108,1,10500
6/12/2017,Obras 180 gr Warna,121,3,10500
6/12/2017,Obras 180 gr Warna,123,8,10500
6/12/2017,Obras 180 gr Warna,143,1,10500
6/12/2017,Obras 180 gr Warna,267,6,10500
6/12/2017,Obras 180 gr Warna,292,6,10500
6/12/2017,Obras 180 gr Warna,321,6,10500
6/12/2017,Obras 180 gr Warna,330,6,10500
6/12/2017,Obras 180 gr Warna,347,2,10500
6/12/2017,Obras 180 gr Warna,352,2,10500
6/12/2017,Obras 180 gr Warna,383,1,10500
6/12/2017,Obras 180 gr Warna,399,1,10500
6/12/2017,Obras 180 gr Warna,454,6,10500
6/12/2017,Obras 180 gr Warna,454,2,10500
6/12/2017,Obras 500 gr Nat,498,10,21000
6/12/2017,Obras 500 gr Warna,123,3,24500
6/12/2017,Obras 500 gr Warna,399,2,24500
6/12/2017,Obras 500 gr Warna,500,4,24500
6/13/2017,Bordir Rayon 150 gr,1188,6,25000
6/13/2017,Bordir Rayon 150 gr,1188,6,25000
6/13/2017,Bordir Rayon 150 gr,1204,12,25000
6/13/2017,Bordir Rayon 150 gr,1212,12,25000
6/13/2017,Bordir Rayon 150 gr,1242,6,25000
6/13/2017,Bordir Rayon 150 gr,1316,12,25000
6/13/2017,Bordir Rayon 150 gr,1321,6,25000
6/13/2017,Bordir Rayon 150 gr,1324,6,25000
6/13/2017,Bordir Rayon 150 gr,1324,6,25000
6/13/2017,Bordir Rayon 150 gr,1342,6,25000
6/13/2017,Bordir Rayon 150 gr,2062,3,25000
6/13/2017,Bordir Rayon 150 gr,2075,6,25000
6/13/2017,Bordir Rayon 150 gr,2183,3,25000
6/13/2017,Bordir Rayon 150 gr,2255,18,25000
6/13/2017,Bordir Rayon 70 gr,1188,90,17000
6/13/2017,Jahit 40/2 5000 yds,115,1,10000
6/13/2017,Jahit 40/2 5000 yds,159,1,10000
6/13/2017,Jahit 40/2 5000 yds,166,1,10000
6/13/2017,Jahit 40/2 5000 yds,194,3,10000
6/13/2017,Jahit 40/2 5000 yds,206,1,10000
6/13/2017,Jahit 40/2 5000 yds,292,2,10000
6/13/2017,Jahit 40/2 5000 yds,321,1,10000
6/13/2017,Jahit 40/2 5000 yds,473,6,10000
6/13/2017,Jahit 40/2 5000 yds,498,1,10000
6/13/2017,Jahit 40/2 5000 yds,499,108,10000
6/13/2017,Jahit 40/2 5000 yds,499,3,10000
6/13/2017,Jahit 40/2 5000 yds,499,6,10000
6/13/2017,Jahit 40/2 5000 yds,500,6,10000
6/13/2017,Jahit 40/2 5000 yds,500,6,10000
6/13/2017,Jahit 40/2 5000 yds,502,42,10000
6/13/2017,Jahit 40/2 5000 yds,550,6,10000
6/13/2017,Jahit 40/2p 500 yds,330,1,18500
